report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
f33b8c09,Field Station 2,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,no_exposure,"During lifting operation with mobile crane at Field Station 2, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. reported by UA/UC observer","During lifting operation with mobile crane at Field Station 2, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
afe57ef4,Field Station 2,hot work / welding near process line,thermal (hot work),uncertain,no_exposure,"During hot work / welding near process line at Field Station 2, no personnel were in the vicinity at the time. Exclusion zone markers were present but not actively enforced. Reported as unsafe condition during routine walk-around.","During hot work / wielding near process line at Field Station 2, no personnel were in the vicinity at the time. Exclusion zone markers were present but not actively enforced. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
1b340a99,Terminal A,lifting operation with mobile crane,kinetic (line of fire),absent_not_mentioned,direct_proximity,"During lifting operation with mobile crane at Terminal A, a technician was inside the equipment when work commenced. No isolation was mentioned in the report. No injury occurred. (PTW ref attached)","During lifting operation with mobile crane at Terminal A, a technician was inside the equipment when work commenced. No isolation was mentioned in the report. No injury occurred. (PTW ref attached)",1,Line of Fire,synthetic
7f3a9695,Rig 4,excavation near buried utility line,low-energy/ergonomic,absent_not_mentioned,direct_proximity,"During excavation near buried utility line at Rig 4, the contractor was positioned directly beneath the suspended load. No exclusion zone was set up. Minor first aid case reported. (PTW ref attached)","During excavaton near buried utility line at Rig 4, the contractor was positioned directly beneath the suspended load. No exclusion zone was set up. Minor first aid case reported. (PTW ref attached)",0,N/A,synthetic
2d6d4c1f,Rig 7,routine equipment inspection,stored/electrical energy,confirmed_present,no_exposure,"During routine equipment inspection at Rig 7, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Minor first aid case reported.","During routine equipment inspection at Rig 7, the area was clear of workers during the activity. Gas test was conducted and confimed safe prior to entry. Minor first aid case reported.",0,N/A,synthetic
ca5a5ca0,Well Site B,routine equipment inspection,low-energy/ergonomic,confirmed_present,no_exposure,"During routine equipment inspection at Well Site B, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. Minor first aid case reported.","During routine equipment inspection at Well Site B, no personnel were in the vicinity at the time. Gas test was conducted and confimed safe prior to entry. Minor first aid case reported.",0,N/A,synthetic
1a5296d8,Field Station 2,routine equipment inspection,stored/electrical energy,uncertain,no_exposure,"During routine equipment inspection at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time.","During routine equipment inspection at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
6bdc0ebe,Field Station 2,confined space entry for tank cleaning,atmospheric/asphyxiation,uncertain,indirect_proximity,"During confined space entry for tank cleaning at Field Station 2, a worker was nearby but not directly in the hazard path. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around.","During confined space entry for tank cleaning at Field Station 2, a worker was nearby but not directly in the hazard path. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around.",1,Confined Space,synthetic
aeaad0de,Plant C,pipeline pigging operation,kinetic (line of fire),uncertain,direct_proximity,"During pipeline pigging operation at Plant C, a technician was inside the equipment when work commenced. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time.","During pipeline pigging operation at Plant C, a technician was inside the equipment when work commenced. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time.",1,Line of Fire,synthetic
c2084389,Well Site B,routine equipment inspection,low-energy/ergonomic,uncertain,indirect_proximity,"During routine equipment inspection at Well Site B, personnel were in the general work area at the time. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around.","During routine equipment inspection at Well Site B, personnel were in the general work area at the time. PTW was raised but supervsor sign-off could not be located. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
94e8f02d,Rig 4,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Rig 4, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.","During vehicle movement within plant premises at Rig 4, no personnel were in the vicinity at the time. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation.",0,N/A,synthetic
